api_event_id,api_id,analyst_id,event_type,sub_event_type,actor1,assoc_actor_1,actor2,assoc_actor_2,region,country,admin1,admin2,admin3,location,latitude,longitude,source,notes,fatalities,timestamp
7251053,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Health Workers (Iraq),,,Middle East,Iraq,Wassit,Kut,,Kut,32.5056,45.8247,Al Mirbad; Al Ahad TV,"On 13 October 2020, dozens of employees of health institutions demonstrated outside the Health Department building in Kut City, Wassit province demanding to issue and order to start appointing recent graduates to positions in the health care sector and to increase the risk allowances for all workers, due to their exposure of the coronavirus on a daily basis. A similar protest was held outside the Al Zahra Hospital. [size=dozens]",0,1603135661
7251058,1,TAS,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Iraq (2020-),,Islamic State (Iraq),,Middle East,Iraq,Diyala,Khanaqin,,Shaykh Bawa,34.3992,45.1427,Al Maloomah; National Iraqi News Agency,"On 13 October 2020, Military forces shelled Shaykh Bawa (Shaykh Baba), Khanaqin district, Diyala province with mortar shells targeting 3 IS positions and killed an IS militant.",1,1603135661
7251175,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,,,Middle East,Iraq,Dahuk,Zakho,,Batifa,37.1745,43.0123,Al Maloomah,"On 13 October 2020, Turkish warplanes targeted positions in Batifa, Zakho district, Dahuk province. No injuries occurred, but fires broke out in agricultural fields.",0,1603135662
7251178,1,TAS,Protests,Peaceful protest,Protesters (Iraq),,,,Middle East,Iraq,Thi-Qar,Shatra,,Al Dawayah,31.4922,46.3769,Al Mirbad,"On 13 October 2020, residents of Al Dawayah, Shatra district, Thi-Qar province called for the dismissal of the municipality director due to the deterioration of services, stalled projects, corruption and favouritism during a demonstration outside the administrative building in the town. [size=no report]",0,1603135662
7251182,1,TAS,Battles,Armed clash,Unidentified Tribal Militia (Iraq),,Unidentified Tribal Militia (Iraq),,Middle East,Iraq,Missan,Amara,,Amara,31.8356,47.1448,Al Mirbad,"On 13 October 2020, an armed clash ensued between two unidentified tribes in the Batirah neighbourhood of Amara City, Missan province. Police forces intervened, ended the clash and arrested 15 individuals. No injuries occurred.",0,1603135662
7251184,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Muthanna,As Samawah,,As Samawah,31.3059,45.2799,Al Mirbad,"On 13 October 2020, dozens of engineering graduates demonstrated outside the headquarters of the local government in As Samawah City, Muthanna province demanding to be appointed. [size=dozens]",0,1603135662
7251186,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,Al Mirbad,"On 13 October 2020, veterinarians demonstrated outside the veterinary hospital in Basrah City, demanding to be appointed. [size=no report]",0,1603135662
7251192,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,Al Mirbad,"On 13 October 2020, a number of engineering graduates and science graduates demonstrated outside the main gate of the Basrah Oil Company (Zaqurah) in Basrah City, demanding to be appointed. Protesters set up tents, prevented employees from entering and declared an open-ended sit-in. [size=no report]",0,1603135662
7251198,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Qadissiya,Diwaniya,,Diwaniya,31.9929,44.9255,Al Mirbad,"On 13 October 2020, employees and contractors in Diwaniya City, Qadissiya province held a demonstration outside the directorate building to protest the lack of their salaries for two months for a second day. [size=no report]",0,1603135662
7251200,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Health Workers (Iraq),,,Middle East,Iraq,Muthanna,As Samawah,,As Samawah,31.3059,45.2799,Al Mirbad,"On 12 October 2020, dozens of Al Hussein Hospital employees in As Samawah City, Muthanna province organized a protest stand inside the hospital for a second day to demand the allocation of 50% of the nominal salary for health and nursing professions, similar to doctors. They also demanded protection measures to be implemented as they are on the frontlines of the coronavirus epidemic. [size=dozens]",0,1603135662
7251212,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Health Workers (Iraq); Labour Group (Iraq),,,Middle East,Iraq,Wassit,Kut,,Kut,32.5056,45.8247,Al Mirbad,"On 12 October 2020, a number of health workers as well as administrative employees and nurses in the medical field demonstrated for a second day in Wassit province demanding an increase to the risk assessment and the risk allowance they receive, as they are on the forefront of the coronavirus outbreak. [size=no report]",0,1603135662
7251213,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Qadissiya,Diwaniya,,Diwaniya,31.9929,44.9255,Al Mirbad,"On 12 October 2020, dozens of employees and contractors in Diwaniya City, Qadissiya province held a demonstration outside the directorate building to protest the lack of their salaries for two months. Protesters also threatened to strike, will their demands not be met. [size=dozens]",0,1603135662
7251218,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Teachers (Iraq); Labour Group (Iraq),,,Middle East,Iraq,Thi-Qar,Nassriya,,Nassriya,31.058,46.2573,Al Mirbad,"On 12 October 2020, dozens of employees of the Education Directorate of Thi-Qar, demonstrated outside the directorate building in Nassriya City, Thi-Qar province demanding that all certificates they obtained before and after their appointment be counted. [size=dozens]",0,1603135662
7251232,1,TAS,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Iraq),,Civilians (Iraq),,Middle East,Iraq,Wassit,Badra,,Badra,33.1151,45.9334,Baghdad Today,"On 12 October 2020, the cousin of the Wassit province governor was abducted by an unidentified armed group in the Wassit province, when he responded to a call for humanitarian aid. He was then abducted and found in the Badra district, the next day, unharmed.",0,1603135662
7251233,1,TAS,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),,,,Middle East,Iraq,Diyala,Muqdadiyah,,Abu Saida,33.9289,44.7761,Baghdad Today,"On 12 October 2020, an unidentified explosive device detonated in Abu Saida, Muqdadiyah district, Diyala province causing material damages only. Security was enhanced in the area after the explosion.",0,1603135662
7251270,1,TAS,Strategic developments,Disrupted weapons use,Military Forces of Iraq (2020-) Popular Mobilization Forces,,Military Forces of Israel (2009-) Mossad,,Middle East,Iraq,Najaf,Najaf,,Najaf,32.0259,44.3462,National Iraqi News Agency,"Weapons seizure: Around 12 October 2020 (as reported), PMF security forces seized 10 mortar shells and ammunition in Najaf province, which reportedly belong to the Israeli Mossad (Intelligence) and were to be used to explode the grave of Abu Mahdi Al Muhandis who was a Shiite paramilitary chief.",0,1603135662
7251276,1,TAS,Violence against civilians,Attack,Unidentified Armed Group (Iraq),,Civilians (Iraq),Al Shamr Tribal Group (Iraq),Middle East,Iraq,Diyala,Muqdadiyah,,Abu Saida,33.9289,44.7761,National Iraqi News Agency,"On 12 October 2020, unidentified armed men attacked a Sheikh of the Al Shammar tribe while he was in his vehicle in Abu Saida, Muqdadiyah district, Diyala province injuring him. A reason for the attack was not provided.",0,1603135662
7251164,1,TAS,Protests,Peaceful protest,Protesters (Iraq),,,,Middle East,Iraq,Diyala,Balad Ruz,,Mandali,33.75,45.5554,Al Ahad TV,"On 12 October 2020, dozens of residents started an open-ended sit-in in Mandali, Balad Ruz district, Diyala province demanding that the government provide them with basic services and stop their neglect of the town and its residents. [size=dozens]",0,1603135662
7251168,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,Al Ahad TV,"On 12 October 2020, a large number of engineering graduates demonstrated outside the main gate of the Basrah Oil Company (Zaqurah) in Basrah City, demanding to be appointed. [size=large]",0,1603135662
7251169,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Baghdad,Karkh,,Baghdad - Karkh,33.3164,44.4039,Al Ahad TV,"On 12 October 2020, dozens of recent graduates continued to demonstrated outside the Green Zone gate in Baghdad City (Karkh), to demand employment in government institutions and the provision of job opportunities. [size=dozens]",0,1603135662
7251171,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Yazidi Group (Iraq),,,Middle East,Iraq,Ninewa,Sinjar,,Sinjar,36.2955,41.8932,Al Ahad TV,"On 12 October 2020, a large number of Yazidi men and women demonstrated in Sinjar City, Ninewa province against the agreement between Baghdad and Erbil concerning the security of Sinjar. [size=large]",0,1603135662
7251177,1,TAS,Violence against civilians,Attack,Unidentified Tribal Militia (Iraq),,Civilians (Iraq),Unidentified Tribal Group (Iraq),Middle East,Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,Al Mirbad,"On 12 October 2020, a man, his wife and their son were injured when three unidentified armed men shot at their home in Basrah City. The attack is reportedly due to a family dispute between the two sides.",0,1603135662
7251183,1,TAS,Strategic developments,Looting/property destruction,Unidentified Armed Group (Iraq),,Civilians (Iraq),Labour Group (Iraq),Middle East,Iraq,Baghdad,Karadah,,Baghdad - Karadah,33.2982,44.4297,Al Mirbad,"Property destruction: On 12 October 2020, an liquor store was targeted by a sound bomb (non-lethal) in Baghdad (Karadah) by an unidentified armed group.",0,1603135662
7251222,1,TAS,Strategic developments,Looting/property destruction,Military Forces of Iraq (2020-),,Islamic State (Iraq),,Middle East,Iraq,Kirkuk,Kirkuk,,Kirkuk,35.4681,44.3922,Al Sumaria TV,"Property destruction: On 11 October 2020, forces of the Joint Operations Command in Kirkuk, carried out a security and search operation in Kirkuk province to pursue IS militants and destroy their hideouts. A number of IS hideouts were destroyed, but an exact location was not provided. Means of attack unspecified.",0,1603135662
7251224,1,TAS,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),,Military Forces of Iraq (2020-),,Middle East,Iraq,Ninewa,Mosul,,Shurah,35.9927,43.2206,Al Sumaria TV,"On 11 October 2020, an unidentified IED targeted the vehicle of Iraqi soldiers in Nahiyat Al Shurah, Mosul district, Ninewa province. A major and two soldiers were injured in the explosion.",0,1603135662
7251225,1,TAS,Strategic developments,Change to group/activity,Police Forces of Iraq (2020-),,,,Middle East,Iraq,Baghdad,Baghdad,,Baghdad,33.3248,44.4213,Al Sumaria TV,"Movement of forces: On 11 October 2020, security forces were deployed around various empty squares in Baghdad City, in a preventative measure to avoid any further rocket attacks on the Green Zone and the Baghdad Airport.",0,1603135662
7251229,1,TAS,Strategic developments,Agreement,Kataib Hezbollah (Iraq),,Military Forces of the United States (2017-),,Middle East,Iraq,Baghdad,Baghdad,,Baghdad,33.3248,44.4213,AP,"Agreement: On 11 October 2020, Iran-backed militias including Kataib Hezbollah, have agreed to a truce, to stop rocket attacks against US forces, under the condition that all American Military forces withdraw from Iraq within a foreseeable timeframe.",0,1603135662
7251231,1,TAS,Strategic developments,Looting/property destruction,Unidentified Armed Group (Iraq),,Civilians (Iraq),Students (Iraq); Women (Iraq),Middle East,Iraq,Baghdad,9 Nissan,,Baghdad - 9 Nissan,33.3409,44.4927,Baghdad Post,"Property destruction: On 11 October 2020, two sound bombs (non-lethal) detonated in the Aisha School for Girls in the Baladiyat neighbourhood of Baghdad (9 Nissan). No injuries were caused.",0,1603135662
7251277,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,PKK: Kurdistan Workers Party,,Middle East,Iraq,Dahuk,Amedi,,Baze,37.1767,43.2621,People's Defense Forces,"On 11 October 2020, Turkish Military forces conducted airstrikes targeting PKK in the vicinity of Baze village in Metina region of Dahuk, Northern Iraq. No information on casualties was reported by source.",0,1603135662
7251281,1,TAS,Battles,Armed clash,PKK: Kurdistan Workers Party,,Military Forces of Turkey (2016-),,Middle East,Iraq,Dahuk,Zakho,,Haftanin,37.3128,43.0203,People's Defense Forces,"On 11 October 2020, PKK militants attacked Turkish army units positioned on Koxe Mele Yehya hill in Bektorya area (Kurdish names) in Haftanin region of Dahuk, Northern Iraq. One soldier was killed in the attack reportedly.",1,1603135662
7251049,1,TAS,Strategic developments,Disrupted weapons use,Military Forces of Turkey (2016-),,PKK: Kurdistan Workers Party,,Middle East,Iraq,Dahuk,Zakho,,Haftanin,37.3128,43.0203,Haber 7; Anadolu Agency; TRT Haber,"Weapons seizure: Around 11 October 2020 (as reported), Turkish army forces seized a number of weapons allegedly belonging to PKK, during the Claw-Tiger operation carried out in Haftanin region of Dahuk, Northern Iraq. The weapons seized included 32 AK-47 assault weapons, 109 hand grenades, 2 IEDs, 80 mortar shells, a total of 453 rounds of ammunition belonging to various weapons, 250 kilograms of TNT explosive.",0,1603135661
7251052,1,TAS,Protests,Peaceful protest,Protesters (Iraq),,,,Middle East,Iraq,Thi-Qar,Nassriya,,Nassriya,31.058,46.2573,Al Mirbad; Yaqein,"On 11 October 2020, dozens of protesters blocked the governorate building in Nassriya City, Thi-Qar province to protest against the continued kidnapping of an activist and the failure of the government and security forces in freeing him. [size=dozens]",0,1603135661
7251054,1,TAS,Protests,Protest with intervention,Protesters (Iraq),Labour Group (Iraq),Police Forces of Iraq (2020-),,Middle East,Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,Al Ahad TV; Al Mirbad,"On 11 October 2020, engineering graduates demonstrating outside the Basrah Oil Company (Makina) in Basrah City, were beaten and had their tents removed by security forces. Demonstrators later split into two groups and demonstrated outside both the Makina as well as the Zaqurah branch in Basrah City, demanding to be appointed. [size=no report]",0,1603135661
7251057,1,TAS,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),,Civilians (Iraq),Labour Group (Iraq); Military Forces of the United States (2017-); Global Coalition Against Daesh,Middle East,Iraq,Muthanna,As Samawah,,As Samawah,31.3059,45.2799,GardaWorld; Al Mirbad,"On 11 October 2020, a convoy carrying logistical materials for the US belonging to a contractor (Iraqi company and drivers) for the Global Coalition was targeted by an unidentified group with an IED between As Samawah and Diwaniyah. Only material damages were caused, and the convoy continued to its destination.",0,1603135661
7251384,1,TAS,Strategic developments,Other,Protesters (Iraq),Health Workers (Iraq); Labour Group (Iraq),,,Middle East,Iraq,Baghdad,Baghdad,,Baghdad,33.3248,44.4213,Yaqein,"Strikes: On 11 October 2020, five Iraqi medical and health unions have started a nationwide strike and threatened to escalate if their demands, which include the dismissal of the current Health Minister, are not met. The strike includes health professions, dentists, administrators union, chemist union and pharmacist union, and will extend to hospitals in all governorates except for the sensitive medical departments such as emergency, dialysis, intensive care and recovery.",0,1603135663
